station,model,n,number_of_parameters,log_likelihood,AIC,BIC,KS_statistic,KS_pvalue,AD_statistic,CVM_statistic
Boziliao,Gumbel,20,2,3.1088653908333823,-2.2177307816667646,-0.22626623455878292,0.18540756910309675,0.44428459765539885,0.6762826289578996,0.11636421429142586
Boziliao,GEV,20,3,-0.05890875977929211,6.117817519558584,9.105014340220556,0.2804013533883769,0.06972249987071732,3.1306895610871663,0.41765382781446964
Boziliao,Lognormal,20,3,4.781159114174282,-3.5623182283485644,-0.5751214076865914,0.14175966985799027,0.7653621697131153,0.3886032165519495,0.061969319868015106
Boziliao,Pearson Type III,20,3,4.945689038489778,-3.8913780769795565,-0.9041812563175835,0.12380302971438811,0.8826820176354141,0.36768266862781473,0.053879895358920654
Mailiao,Gumbel,20,2,2.3709349771067725,-0.741869954213545,1.2495945928944368,0.14649383974156427,0.7306797161767776,0.581595528961504,0.06456908178441233
Mailiao,GEV,20,3,4.283021615941258,-2.5660432318825155,0.4211535887794575,0.1505981501346006,0.6999611689490831,0.4758719538008549,0.07215169113513344
Mailiao,Lognormal,20,3,-2.864959518448911,11.729919036897822,14.717115857559795,0.2321011863810788,0.19774815353589004,1.5935986745683905,0.2423320887938095
Mailiao,Pearson Type III,20,3,9.459898448030888,-12.919796896061776,-9.932600075399803,0.20628100208165162,0.31730855896814836,2.0301600797342303,0.17797780609031513
