station_name,distribution,location,scale,shape
萡子寮潮位站,Gumbel,2.1166535899563996,0.19152054080560635,
萡子寮潮位站,GEV,2.1070078706336584,0.5090754249227627,1.051825833592089
麥寮潮位站,Gumbel,2.515501942418476,0.16788944333739667,
麥寮潮位站,GEV,2.493094238251353,0.14548213033097246,-0.2438709545637301
