station_name,distribution,log_likelihood,aic,bic,n
萡子寮潮位站,Gumbel,3.1088653908333823,-2.2177307816667646,-0.22626623455878292,20
萡子寮潮位站,GEV,-0.05890875977929211,6.117817519558584,9.105014340220556,20
麥寮潮位站,Gumbel,2.3709349771067725,-0.741869954213545,1.2495945928944368,20
麥寮潮位站,GEV,4.283021615941258,-2.5660432318825155,0.4211535887794575,20
